id,store_id,annual_lsv,annual_volume,data_year,total_duration
4041,2021,249906.16,8950,2021,1915.6
4042,2021,284704.01,9978,2007,1453.616667
4043,2022,7530.78,220,2007,753.0666667
4044,2022,14915.8982,599.111,2021,786.0666667
4045,2023,55958.7185,1637.689,2007,93.23333333
4046,2023,111341.74,3252,2021,872.4
4047,2024,139528.38,2549,2021,633.15
4048,2024,147986.86,3945,2007,165.7
4049,2025,1331.05,59,2021,357.7666667
4050,2025,3634.82,163,2007,186.55
4051,2026,44566.63,1802,2007,234.0666667
4052,2026,33129.7,1335,2021,979.2
4053,2027,42675.61,1576,2021,1002.366667
4054,2027,54948.62887,1916.344,2007,153.6666667
4055,2028,109255.6562,4523.094,2007,303.9
4056,2028,104526.3491,3933.084,2021,888.6666667
4057,2029,51926.07,2006,2007,297.0666667
4058,2029,92145,3534,2021,467.75
4059,2030,917999.7,31296,2021,3002.45
4060,2030,971302.6,39067,2007,629.3333333
4061,2031,1461.742,55,2021,366.4
4062,2031,6016.21,187,2007,484.5166667
4063,2032,64122.19,47,2021,275.2166667
4064,2032,99936.39629,491.7,2007,341.5666667
4065,2033,408.31,1,2007,303.9
4066,2033,816.62,2,2021,237.4
4067,2034,32806.36,1256,2021,333.3333333
4068,2034,31992.11083,1244.772725,2007,445.2
4069,2035,26777.8277,20.169,2021,833.3
4070,2035,52654.27817,155.911,2007,1500.316667
4071,2036,23699.04,18,2021,271.25
4072,2036,34290.67628,243.607,2007,386.7
4073,2037,3611.05,123,2007,440.2166667
4074,2037,13361.9,558,2021,267.4166667
4075,2038,30674.55083,1218.772725,2007,549.7666667
4076,2038,32613.07,1447,2021,543.5166667
4077,2039,3260.65,20,2021,625.2666667
4078,2039,3596.65,127,2007,239.85
4079,2040,50301.41,1517,2021,560.35
4080,2040,33194.93582,1222.068179,2007,789.1333333
4081,2041,8026.98,326,2007,804.1
4082,2041,408.31,1,2021,791.4
4083,2042,408.31,1,2021,778.6666667
4084,2042,2993.31,97,2007,383.9833333
4085,2043,29481.19,1181,2007,503.2166667
4086,2043,28627.45,1088,2021,248.4166667
4087,2044,3799.09,67,2007,2094.55
4088,2044,2751.71,67,2021,594.4166667
4089,2045,1823.8,77,2021,435.6666667
4090,2045,12652.66,560,2007,674.15
4091,2046,36826.10126,1359.659087,2007,721.2666667
4092,2046,16772.2,614,2021,472.9333333
4093,2047,9165.07,377,2007,230.7
4094,2047,11720.77,411,2021,321.4666667
4095,2048,42175.89,1531,2021,68.03333333
4096,2048,45308.46,1492,2007,48.56666667
4097,2049,8298.6,340,2021,14.61666667
4098,2049,17285.86,787,2007,22.7
4099,2050,1246.42,56,2021,8.533333333
4100,2050,1243.33,41,2007,8.433333333
4101,2051,1722.54,27,2021,14.38333333
4102,2051,3016.05,132,2007,10.83333333
4103,2052,9001.6171,218.37,2021,19.03333333
4104,2052,28092.18,995,2007,40
4105,2053,2382.66,90,2021,16.51666667
4106,2053,6115.6,284,2007,10.85
4107,2054,8899.65,393,2007,30.28333333
4108,2054,1491.42,55,2021,29
4109,2055,9395.77,404,2007,17.28333333
4110,2055,7952.28,333,2021,26.36666667
4111,2056,39357.8,1478,2021,65.26666667
4112,2056,35805,1428,2007,56.46666667
4113,2057,29705.28,1013,2007,50.81666667
4114,2057,17274.02,588,2021,78.81666667
4115,2058,53194.26015,2074.355,2007,83.31666667
4116,2058,25336.955,1064.5,2021,79.68333333
4117,2059,2724.25,117,2021,315.5833333
4118,2059,4210.09,160,2007,200.8666667
4119,2060,16508.235,614.5,2021,296.05
4120,2060,17969.28,788,2007,264.3833333
4121,2061,13642.5,591,2007,327.2166667
4122,2061,9854.92,364,2021,321.4
4123,2062,5708.16,243,2007,342.4833333
4124,2062,5848.83,221,2021,244.05
4125,2063,17814.8,719,2021,439.7
4126,2063,18592.73,816,2007,293.7166667
4127,2064,4114.27,125,2007,240.3166667
4128,2064,362.32,17,2021,253.0166667
4129,2065,14600.6,548,2007,326.2
4130,2065,10747.635,393,2021,338.3
4131,2066,4604.73,145,2021,221.0833333
4132,2066,12265.22,497,2007,234.45
4133,2067,55680.18,2452,2021,786.1833333
4134,2067,83152.8,3667,2007,573.3333333
4135,2068,22520.37,763,2021,435.6333333
4136,2068,13070.87,458,2007,264.0833333
4137,2069,5090.489711,187.6666531,2021,298.3833333
4138,2069,3927.370458,150.000013,2007,340.1833333
4139,2070,140842.3961,4702.047,2007,902.3
4140,2070,133610.9842,4433.74,2021,911.35
4141,2071,40095.93602,1521.333309,2021,742.2
4142,2071,50440.05778,1699.078677,2007,550.8833333
4143,2072,18873.5,1027,2007,641.6333333
4144,2072,13598.28,578,2021,1115.416667
4145,2073,28938.72,1156,2021,726.2333333
4146,2073,31976.29496,1388.344,2007,575.2833333
4147,2074,2476.684779,77.1666448,2021,22.48333333
4148,2074,13011.45685,299.865067,2007,19.2
4149,2075,2434.134795,75.4999788,2021,22.93333333
4150,2075,15389.79801,323.627398,2007,18.26666667
4151,2076,25881.32858,812.115069,2007,35.01666667
4152,2076,10325.72474,121.166646,2021,75.38333333
4153,2077,5105.2,210,2021,254.9833333
4154,2077,5166.03,147,2007,232.65
4155,2078,2476.684779,77.1666448,2021,112.7166667
4156,2078,11668.17657,228.234113,2007,59.43333333
4157,2079,21027.93,794,2021,136.05
4158,2079,23323.75,999,2007,179.3
4159,2080,10834.72,437,2021,66.26666667
4160,2080,17828.85,869,2007,94.33333333
4161,2081,24313.62,831,2021,190.45
4162,2081,11141.5222,317.144,2007,94.48333333
4163,2082,86738.25,2925.5,2021,346.2166667
4164,2082,125109.2218,4244.1785,2007,301.7833333
4165,2083,191726.7825,7744,2021,593.1666667
4166,2083,116075.32,4439.5,2007,622.2333333
4167,2084,9036.35,289.5,2021,82.33333333
4168,2084,69370.07848,2050.9145,2007,163.65
4169,2085,24682.82,985,2021,198.6833333
4170,2085,16714.88,744,2007,171.7333333
4171,2086,25832.61,975,2021,264.9666667
4172,2086,54923.79,2193,2007,269.65
4173,2087,37596,1144,2021,558.9833333
4174,2087,32633.54,1132,2007,515.95
4175,2088,59328.23,2230,2021,538.4
4176,2088,89314.92,3677,2007,531.25
4177,2089,30813.46,1225,2007,235.5
4178,2089,24844.41,899,2021,373.0833333
4179,2090,9869.31,334.25,2007,353.0666667
4180,2090,35925.7875,1415.5,2021,354.7833333
4181,2091,78998.69,2351,2007,334.0833333
4182,2091,64855.52,2110,2021,391.2
4183,2092,50698.10599,1418.357,2021,796.0666667
4184,2092,51821.14175,1362.3685,2007,1074.283333
4185,2093,4983.9606,147.3704,2007,332.9833333
4186,2093,8612.57,198,2021,506.7333333
4187,2094,10341.89232,404.422224,2007,312.3166667
4188,2094,13900.96672,525.777779,2021,232.1166667
4189,2095,49978.93,2175,2007,303.6833333
4190,2095,41633.8,1634,2021,225.8333333
4191,2096,7553.2,335,2007,276.4333333
4192,2096,9627.79,362,2021,257.8833333
4193,2097,64470.54822,2274.269557,2007,438.7666667
4194,2097,38370.45,1300,2021,347.05
4195,2098,3645.75,116,2021,111.5833333
4196,2098,33746.87,1429,2007,205.3833333
4197,2099,15533.87,461,2007,240.5833333
4198,2099,7141.72,252,2021,392.9666667
4199,2100,10554.44,355,2021,241.3833333
4200,2100,25968.89,1001,2007,472.45
4201,2101,129307.56,4887.5,2021,502.7666667
4202,2101,206405.7392,7339.4615,2007,1057.483333
4203,2102,9280.25,61,2007,262.7833333
4204,2102,24316.12,91,2021,300.2166667
4205,2103,13919.48672,527.177779,2021,202.8666667
4206,2103,10394.83232,406.911113,2007,245.75
4207,2104,10576.08,418,2007,124.1833333
4208,2104,3296.15,113,2021,156.6333333
4209,2105,664.146696,21.777779,2021,76.35
4210,2105,4155.69787,165.333335,2007,6.166666667
4211,2106,10304.5481,405.600002,2007,168.35
4212,2106,13993.43672,530.177779,2021,41.3
4213,2107,29071.748,1136.8,2021,476.8166667
4214,2107,32797.835,1283.9,2007,406.7666667
4215,2108,6434.657,235,2007,813.7333333
4216,2108,15734.764,618.9,2021,664.95
4217,2109,26673.084,1020.9,2021,469.3
4218,2109,43193.381,1459.1,2007,581.1833333
4219,2110,18746.535,640.2,2007,693.3
4220,2110,5302.954,196.9,2021,211.6333333
4221,2111,22778.458,801,2007,265.2
4222,2111,23731.784,772.9,2021,388.15
4223,2112,28088.454,1076.9,2021,296.6833333
4224,2112,28023.896,1063.3,2007,285.95
4225,2113,26704.20621,803.9999949,2021,218.6666667
4226,2113,37144.87544,1278.333342,2007,230.5833333
4227,2114,13617.1,618,2007,217.4833333
4228,2114,17992.69,771,2021,294.9666667
4229,2115,17732.88,744,2021,217.0833333
4230,2115,28980.31,1282,2007,303.0166667
4231,2116,16517.52,580,2021,493.4333333
4232,2116,19882.75,808,2007,366.4333333
4233,2117,62147.63,2339,2007,508.95
4234,2117,63293.57,2200,2021,714.85
4235,2118,38931.78,1391,2007,527.1666667
4236,2118,31265.69,1093,2021,285.8
4237,2119,43946.51,1374,2021,499.85
4238,2119,45304.34,1546,2007,487.8
4239,2120,2373.85,110,2007,50.85
4240,2120,4389.77,135,2021,183.7
4241,2121,59728.16,1897,2021,310.2166667
4242,2121,97765.56,3170,2007,268.2166667
4243,2122,240772.5836,7825.6665,2007,1185.383333
4244,2122,200728.648,6762.571,2021,1064.983333
4245,2123,10238,758,2007,318.2833333
4246,2123,8877.47,265,2021,182.8666667
4247,2124,55984.84,2100,2021,387.7166667
4248,2124,49398.18,1869,2007,458.8166667
4249,2125,27085.89,1052,2021,295.7833333
4250,2125,27272.19,1093,2007,305.6333333
4251,2126,10298.45833,403.57778,2007,223.1
4252,2126,13897.24472,527.777779,2021,281.5666667
4253,2127,4998.62,165,2021,199.1166667
4254,2127,15504.33,597,2007,413.0166667
4255,2128,4792.84,147.5,2021,84.5
4256,2128,7272.14,242,2007,61.91666667
4257,2129,60432.30269,2090.157917,2021,147.2333333
4258,2129,44799.14262,1402.038395,2007,120.7
4259,2130,27499.68267,1196.157917,2021,121.85
4260,2130,34074.09408,1292.949081,2007,166.6833333
4261,2131,67019.2444,2840.12645,2007,481.3333333
4262,2131,27520.34266,978.1579182,2021,262.6
4263,2132,33572.15356,1298.484237,2007,121.8666667
4264,2132,25658.54267,1015.157917,2021,138.4
4265,2133,16101.48531,762.8947594,2021,304.8833333
4266,2133,23433.63051,1116.729816,2007,409.25
4267,2134,18417.35182,717.571922,2007,130.3
4268,2134,18690.10903,702.4909164,2021,128.9666667
4269,2135,54472.7077,824.925,2021,401.5666667
4270,2135,104931.8051,2497.72,2007,475.8666667
4271,2136,4447.609353,179.361395,2007,324.0666667
4272,2136,10152.97269,359.1579174,2021,241.0166667
4273,2137,21437.41132,960.463552,2007,125.6
4274,2137,21035.53267,923.1579164,2021,125.8
4275,2138,74742.43239,2854.652447,2007,219.1833333
4276,2138,43512.1671,1742.37,2021,224.2333333
4277,2139,53100.94378,2030.631601,2021,338.4333333
4278,2139,70101.28251,2752.075411,2007,294.9166667
4279,2140,82264.68888,3068.571933,2007,334.0333333
4280,2140,66243.46526,2667.894763,2021,266.7666667
4281,2141,17082.92,786,2007,136.1333333
4282,2141,10453.55,412,2021,104.1166667
4283,2142,15327.18997,659.887712,2007,116.9333333
4284,2142,4110.982689,159.1579174,2021,59
4285,2143,26084.39,1052,2021,200.5666667
4286,2143,18816.7,1031,2007,90.98333333
4287,2144,32541.8,1474,2007,104.95
4288,2144,27121.1,1187,2021,157.65
4289,2145,33120.9835,1033.429,2021,586.8833333
4290,2145,55093.70609,1883.761,2007,146.6333333
4291,2146,47295.62,1529,2021,533.5
4292,2146,55681.01,2096,2007,294.75
4293,2147,49106.63,1923,2021,292.0333333
4294,2147,56863.78,2186,2007,476.25
4295,2148,16073.31,700,2007,330.5333333
4296,2148,5028.6,220,2021,121.1833333
4297,2149,19133.8,794,2007,402.8333333
4298,2149,13467.44,456,2021,127.1666667
4299,2150,20406.202,727.714,2021,276.3833333
4300,2150,62091.48,2203,2007,638.5833333
4301,2151,105923.292,3937.2,2021,527.5833333
4302,2151,88051.36,3090.2,2007,545.0166667
4303,2152,53611.542,2177.2,2021,336.5
4304,2152,32328.6,1105.2,2007,131.85
4305,2153,24724.52,966,2007,372.1166667
4306,2153,20468.72,804,2021,183.5666667
4307,2154,2804.4,36,2021,9.9
4308,2154,7461.09,1050,2007,202.1333333
4309,2155,8661.72,355,2021,171.6333333
4310,2155,8995.04,412,2007,63.68333333
4311,2156,73166.67998,3317.808399,2007,365.8333333
4312,2156,74502.77263,3185.157917,2021,328.1166667
4313,2157,16273.02817,248.856,2007,74.75
4314,2157,6799.4513,75.11,2021,96.28333333
4315,2158,30420.44,1140,2021,459.6833333
4316,2158,71090.69371,2647.749,2007,685.75
4317,2159,15553.7,525,2021,565.35
4318,2159,23694.14,860,2007,413.7833333
4319,2160,16664.9,669,2007,430.4666667
4320,2160,11002.59,391,2021,118.0666667
4321,2161,1005.24,81,2021,28.3
4322,2161,17720.878,840.4,2007,73.41666667
4323,2162,4761.55863,193.357,2007,52.28333333
4324,2162,5479.53,241,2021,69.43333333
4325,2163,17164.3542,609.54,2021,141.2166667
4326,2163,14689.514,594.4,2007,25
4327,2164,28542.31,1013,2021,240.45
4328,2164,21863.27107,906.3333,2007,29.03333333
4329,2165,18478.87,799,2007,30.9
4330,2165,9635.41,417,2021,133.9
4331,2166,17181.244,698.2,2007,22.93333333
4332,2166,22472.38,833.8,2021,75.1
4333,2167,10846.02,421,2021,194.9666667
4334,2167,6776.22,285,2007,73.25
4335,2168,39584.52,1570,2021,212.9666667
4336,2168,39768.63,1783,2007,57.36666667
4337,2169,2053.8953,1.481,2021,4.283333333
4338,2169,4364.2,105,2007,34.16666667
4339,2170,24996.8,940,2021,127.0666667
4340,2170,25675.77,1100,2007,115.4833333
4341,2171,23314.734,947.8,2007,25.78333333
4342,2171,23964.9271,874.17,2021,113.0166667
4343,2172,39503.63,1557.8,2021,282.75
4344,2172,30274.666,1194,2007,87.36666667
4345,2173,52439.93,1849,2007,75.2
4346,2173,64622.6635,2260.592,2021,280.3
4347,2174,39715.38,1668,2007,58.55
4348,2174,42289.45,1492,2021,365.45
4349,2175,10762.578,415.8,2007,52.96666667
4350,2175,13073.57,514.6,2021,370.1666667
4351,2176,54042.2971,2185.37,2021,131.9333333
4352,2176,69275.37618,2516.094,2007,67.43333333
4353,2177,72367.76376,2764.234,2007,74.95
4354,2177,54919.57431,2085.928902,2021,168.1166667
4355,2178,35930.11229,1371.786324,2021,45.86666667
4356,2178,40246.12623,1632.211,2007,21.13333333
4357,2179,13450.79229,461.7863248,2021,152.2333333
4358,2179,11249.87061,389.793,2007,43.21666667
4359,2180,7950.07,235,2021,67.05
4360,2180,18743.97,839,2007,25.85
4361,2181,14854.3242,502.74,2021,299.75
4362,2181,522.18,15,2007,2.816666667
4363,2182,3521.21,91,2021,47.1
4364,2182,2247.09,96,2007,24.38333333
4365,2183,74514.98,2536,2021,237.85
4366,2183,47833.11,1504,2007,171.25
4367,2184,31125.1342,1183.74,2021,324.9
4368,2184,47602.23798,1703.413,2007,86.53333333
4369,2185,56200.5042,2007.74,2021,181.3666667
4370,2185,83973.59,3431,2007,109.8166667
4371,2186,21801.81,758,2021,71.3
4372,2186,31566.9937,1213.047,2007,48.25
4373,2187,22231.15,890,2007,53.96666667
4374,2187,17195.66,619,2021,68.75
4375,2188,24171.68887,871.344,2007,53.81666667
4376,2188,6646.99,237,2021,42.31666667
4377,2189,7089.44,276,2021,65.1
4378,2189,13913.59,624,2007,45.08333333
4379,2190,3275.88,140,2007,34.4
4380,2190,4111.24,151,2021,40.86666667
4381,2191,21800.7142,968.74,2021,49.98333333
4382,2191,17443.378,826.8,2007,62.28333333
4383,2192,23754.54,943,2007,37.2
4384,2192,21393.14,838,2021,62.26666667
4385,2193,5530.11,70,2021,24.26666667
4386,2193,9816.1,419,2007,17.6
4387,2194,77055.08033,3004.784,2007,113.5666667
4388,2194,67456.8257,2501.610324,2021,156.9666667
4389,2195,21058.1523,769.0720394,2021,50.43333333
4390,2195,31823.52439,1311.353,2007,28.6
4391,2196,1839.6,90,2021,32.13333333
4392,2196,4995.8,221,2007,30.01666667
4393,2197,107359.44,4732,2007,211.85
4394,2197,100523.37,4200,2021,210.6
4395,2198,15294.15,600,2007,36.48333333
4396,2198,6099,270,2021,41
4397,2199,142207.4313,5172.375,2021,931.5166667
4398,2199,166682.2075,6754,2007,761.2
4399,2200,119053.5029,4174.813,2007,430.5333333
4400,2200,98790.47255,3535.485,2021,1150.35
4401,2201,9678.67,420,2021,339.7833333
4402,2201,16151.5,716,2007,123.45
4403,2202,3920.8,146,2021,537.0666667
4404,2202,8348.14,335,2007,164.7833333
4405,2203,40889.4,1610,2021,484.1833333
4406,2203,44794.88,1729,2007,343.1166667
4407,2204,6971.885,265.5,2021,217.0333333
4408,2204,6203.75,249.5,2007,250.0333333
4409,2205,15385.05,518,2021,365.8666667
4410,2205,32719.86,1184,2007,401.1
4411,2206,16365.58,781,2007,159.4666667
4412,2206,12889.44,582,2021,157.9166667
4413,2207,11303.14,388,2021,255
4414,2207,10964.75,375,2007,197.3166667
4415,2208,14620.49,494,2021,219.0833333
4416,2208,14734.06,492,2007,257.45
4417,2209,13840.31,565,2007,332.75
4418,2209,14632.16,541,2021,393.6833333
4419,2210,4138.09,147,2007,78.35
4420,2210,4351.87,188,2021,253.6333333
4421,2211,9785.12,346,2007,123.8666667
4422,2211,9962.955,396.5,2021,134.35
4423,2212,21650.7,823,2021,247.1833333
4424,2212,25865.03,1004,2007,103.7166667
4425,2213,48285.52,1955,2007,400.05
4426,2213,31421.32,1248,2021,281.1833333
4427,2214,97618.87809,3709.047,2007,331.6833333
4428,2214,81955.32,2765,2021,510.05
4429,2215,2131.05,97,2021,103.0833333
4430,2215,638.7,30,2007,85.96666667
4431,2216,29341.53,1194,2021,193.4833333
4432,2216,28693.06579,1207.677,2007,152.2166667
4433,2217,6504.84,269,2021,171.3666667
4434,2217,10711.11,533,2007,99.26666667
4435,2218,868.5,40,2021,111.6833333
4436,2218,1817.44,92,2007,49.2
4437,2219,18353.1,753,2007,149.2166667
4438,2219,8042.43,312,2021,191.3333333
4439,2220,27881.71,1038,2021,80.7
4440,2220,33109.78809,1281.047,2007,80.3
4441,2221,13405.03,365,2021,116.2333333
4442,2221,23984.38875,608.189,2007,76.01666667
4443,2222,17706.16,673,2021,103.8
4444,2222,23170.57728,760.152,2007,124.5666667
4445,2223,243215.483,4244.495,2021,226.8666667
4446,2223,41264.47726,1465.714,2007,154.8666667
4447,2224,22828.64,619,2021,111.4833333
4448,2224,26166.39066,804.142,2007,132.0666667
4449,2225,21287.9023,833.37,2007,48.76666667
4450,2225,14077.3149,551.344,2021,65.41666667
4451,2226,14726.57,642,2021,46.18333333
4452,2226,22572.85,967,2007,37.43333333
4453,2227,9766.08,383,2007,23.38333333
4454,2227,7900.61099,242.357,2021,56.08333333
4455,2228,15850.83,630,2007,15.31666667
4456,2228,17978.31099,642.357,2021,49.96666667
4457,2229,20116.39,840,2007,49.23333333
4458,2229,17800.19,654,2021,103.8833333
4459,2230,31835.2449,952.344,2021,249.55
4460,2230,31289.77726,967.714,2007,321.45
4461,2231,7471.688507,280.9166451,2021,184
4462,2231,17661.09277,598.475562,2007,254.65
4463,2232,28449.2971,1141.37,2021,227.9166667
4464,2232,22098.46,852,2007,211.3833333
4465,2233,19392.29,763,2021,197.5333333
4466,2233,20011.50809,599.047,2007,217.9
4467,2234,18495.36,770,2007,26.5
4468,2234,9903.72,351,2021,25.5
4469,2235,20551.51,835,2007,20.61666667
4470,2235,2921.05,122,2021,13.26666667
4471,2236,6191.7,287,2021,48.3
4472,2236,7816.55,379,2007,18.05
4473,2237,13855.8,539,2021,38.81666667
4474,2237,22190.73,939,2007,37.01666667
4475,2238,41965.29,1550,2021,111.5
4476,2238,48501.87,1978,2007,70.71666667
4477,2239,90586,3261,2021,248.3666667
4478,2239,74725.13,3013,2007,122.9333333
4479,2240,4522.69,199,2007,21.21666667
4480,2240,1045.95,52,2021,20.81666667
4481,2241,317857.9562,12607.094,2007,272.9833333
4482,2241,304500.4602,12028.825,2021,699.2
4483,2242,14535.01,578,2007,36.23333333
4484,2242,21482.0491,774.084,2021,62.05
4485,2243,15021.75,627,2021,79.73333333
4486,2243,14759.03,652,2007,28.38333333
4487,2244,1226.4,60,2021,51.05
4488,2244,3666.48,144,2007,44.53333333
4489,2245,24125.71,1038,2007,130.5666667
4490,2245,14820.01,521,2021,154.5166667
4491,2246,6484.12,203,2021,350.2
4492,2246,16860.954,512.37,2007,201.2833333
4493,2247,10241.3391,270.084,2021,130.6166667
4494,2247,7580.95496,237.344,2007,37.83333333
4495,2248,10029.75496,346.344,2007,112.35
4496,2248,2690.11,104,2021,83.33333333
4497,2249,17223.09,1011,2007,119.4833333
4498,2249,10735.81,569,2021,63.15
4499,2250,14467.11,631,2021,109.1166667
4500,2250,24615.08,1113,2007,31.58333333
4501,2251,91263.24,3728,2021,272.9333333
4502,2251,85708.68,2941,2007,78.56666667
4503,2252,14328.21,508,2021,126.1
4504,2252,25753.07,1018,2007,34.1
4505,2253,18193.35,780,2007,55.86666667
4506,2253,8326.77,151,2021,26.35
4507,2254,114459.3675,3205.173,2007,83.38333333
4508,2254,97347.8329,2349.269,2021,289.8333333
4509,2255,16445.36,624,2007,67.71666667
4510,2255,20623.65,732,2021,152.2333333
4511,2256,1700.411986,65.3333466,2021,129.4333333
4512,2256,5419.698576,230.833335,2007,224.35
4513,2257,1700.411986,65.3333466,2021,177.4666667
4514,2257,6507.198294,271.733335,2007,183.5
4515,2258,6498.384954,272.733335,2007,429.8333333
4516,2258,1700.411986,65.3333466,2021,352.2833333
4517,2259,15543.155,559.5,2021,143.05
4518,2259,21190.655,794,2007,285.6666667
4519,2260,6204.485,245.5,2021,124.7833333
4520,2260,8520.55,336.5,2007,168.4166667
4521,2261,81935.53313,2975.533343,2007,664.5666667
4522,2261,15473.83179,635.3333425,2021,567.65
4523,2262,58630.89823,2163.400006,2007,611.7833333
4524,2262,15433.96183,570.3333445,2021,523.9166667
4525,2263,30136.42,1119,2007,317.1166667
4526,2263,24418.28,935,2021,322.2
4527,2264,141470.2451,4968.208,2007,750.0166667
4528,2264,122442.8042,3925.74,2021,808.6
4529,2265,17529.7,492,2021,161.3333333
4530,2265,28529.19,962,2007,307.4666667
4531,2266,27569.06,1160,2021,531.25
4532,2266,47053.06,1878,2007,313.2666667
4533,2267,80114.47058,2856.795,2007,48.7
4534,2267,70280.7271,2637.37,2021,143.1166667
4535,2268,13889.05379,428.845,2007,37.23333333
4536,2268,3337.32,106,2021,41.26666667
4537,2269,2854.8525,39.75,2007,32.53333333
4538,2269,2025.8875,25.25,2021,478.4833333
4539,2270,6140.79,79,2021,662.2
4540,2270,12369.85,255,2007,133.7666667
4541,2271,23854.6,885.5,2021,385.4333333
4542,2271,23464.39,768.5,2007,291.5166667
4543,2272,4659.33,12,2007,264.5333333
4544,2272,5126.92,28,2021,478.8166667
4545,2273,23928.63,793,2007,219.0166667
4546,2273,32993.97,1067,2021,385.8333333
4547,2274,11217.88309,158.047,2007,326.8166667
4548,2274,5284.003151,22.3333329,2021,285.1
4549,2275,10251.56,286,2007,173.3
4550,2275,2853.959936,78.0000014,2021,145.1333333
4551,2276,2391.155,53,2007,366.0166667
4552,2276,2875.603151,9.3333329,2021,451.4833333
4553,2277,1556,50,2021,136.8
4554,2277,9351.67,338,2007,261.8833333
4555,2278,8612.17,334,2007,180.9833333
4556,2278,4478.192,160,2021,134.3
4557,2279,8273.98,289,2007,356.9833333
4558,2279,11827.83,349,2021,258.5166667
4559,2280,3268.872,118,2021,139.5833333
4560,2280,1865.86,51,2007,322.1166667
4561,2281,9125.55,404,2007,162.4833333
4562,2281,6622.74,188,2021,120.0666667
4563,2282,5811.03,101,2021,408.75
4564,2282,43349.43475,1046.922,2007,648.95
4565,2283,82925.4791,2920.084,2021,651.8166667
4566,2283,80650.46,3098,2007,446.0166667
4567,2284,43077.56,1835,2007,350.1333333
4568,2284,29329.17,1243,2021,385.9666667
4569,2285,178753.146,7048.4,2007,794.8
4570,2285,124116.4112,4644.677,2021,1029.566667
4571,2286,31645.29809,1261.047,2007,683.8
4572,2286,25771.18,947,2021,596.15
4573,2287,5997.1,178,2007,412.25
4574,2287,8999.39,391,2021,404.05
4575,2288,90540.49222,3137.058,2007,512.4333333
4576,2288,84547.6662,2598.454,2021,859.5666667
4577,2289,17968.61579,557.677,2007,726.1
4578,2289,21395.32,803,2021,729.1833333
4579,2290,175076.89,6563,2007,584.7833333
4580,2290,188192.7754,6775.417,2021,835.6
4581,2291,52206.6449,1830.344,2021,812.3333333
4582,2291,48982.32,1755,2007,649.15
4583,2292,24592.12,939,2007,219.6833333
4584,2292,16990.01,689,2021,319.2833333
4585,2293,65320.14,2531,2007,388.4333333
4586,2293,97225.532,3671.714,2021,679.4333333
4587,2294,6416.300034,218.666665,2007,142.4166667
4588,2294,2256.503511,101.0000096,2021,149.3333333
4589,2295,84580.40106,3162.827,2007,605.6833333
4590,2295,77952.4442,2664.74,2021,702.0666667
4591,2296,103709.22,3166,2021,457.8166667
4592,2296,80335.54,2702,2007,279.1333333
4593,2297,79258.12579,3029.677,2007,1206.133333
4594,2297,46381.17,1773,2021,985.35
4595,2298,20607.74,785,2007,375.1666667
4596,2298,28351.63,1048,2021,598.6833333
4597,2299,37851,1565,2021,718.0166667
4598,2299,45369.93,1733,2007,732.7333333
4599,2300,335.85,16,2021,285.3833333
4600,2300,1721.83,11,2007,417.3666667
4601,2301,32521.51,1220,2007,276.8166667
4602,2301,21471.9,725,2021,340.9
4603,2302,20628.44287,565.714,2007,314.3333333
4604,2302,16814.12,645,2021,545.6166667
4605,2303,100215.22,3968,2007,571.2166667
4606,2303,92484.7471,3077.37,2021,1023.633333
4607,2304,33889.13,1352,2021,896.3666667
4608,2304,25041.4,944,2007,1401.033333
4609,2305,15043.34,481,2007,337.2
4610,2305,15410.09,542,2021,418.5166667
4611,2306,90598.4213,3461.11,2021,869.9166667
4612,2306,52877.4,2227,2007,277.9666667
4613,2307,77119.64,2197,2021,649.45
4614,2307,83068.9602,2811.11,2007,453.0833333
4615,2308,70337.28,3271,2007,431.9
4616,2308,61599.6,2969,2021,686.3166667
4617,2309,28335.15,884,2007,232.9666667
4618,2309,21248.33,676,2021,401.0333333
4619,2310,101542.7034,2978.686,2007,277.2666667
4620,2310,88450.17,2998,2021,715
4621,2311,27664.7371,971.37,2021,389.4166667
4622,2311,43637.73313,1289.703,2007,210.7166667
4623,2312,29295.77,927,2007,238.6833333
4624,2312,32083.1,1198,2021,546.2333333
4625,2313,51684.00496,2667.344,2007,234.25
4626,2313,33853.92,1155,2021,239.0833333
4627,2314,39126.17,1623,2007,180.2166667
4628,2314,27520.44,972,2021,254.9
4629,2315,38377.99969,872.713,2007,162.0166667
4630,2315,22268.28834,572.047,2021,263.3666667
4631,2316,21456.94,892,2007,191.5166667
4632,2316,23387.79,925,2021,390.4
4633,2317,66061.712,2427.714,2021,378.2666667
4634,2317,71224.31,2690,2007,511.55
4635,2318,23047.03,897,2021,380.25
4636,2318,31623.8,1251,2007,376.7833333
4637,2319,1839.6,90,2021,164.6666667
4638,2319,13435.06,657,2007,271.2666667
4639,2320,13599.91456,545.047668,2007,577.2166667
4640,2320,14707.69015,498.6666344,2021,562.7
4641,2321,69044.6646,1999.48,2007,134.95
4642,2321,16971.02,202,2021,161.2333333
4643,2322,3767.92,174,2021,542.1833333
4644,2322,23404.915,1077.5,2007,791.3833333
4645,2323,14432.105,667.5,2007,233.0833333
4646,2323,3767.92,174,2021,186.3
4647,2324,4891.926535,200.3333277,2021,683.55
4648,2324,4441.310469,225.666682,2007,226.1666667
